Date,month,TV,NP,TV_1,TV_2,TV_3,sales
2017-03-31,3,1577.199106972376,604.8080649304031,1313.668516387787,1295.1569350507114,1504.710413255308,1941.1038418452665
2018-03-01,3,1222.965081174371,621.0969077699847,1577.199106972376,1313.668516387787,1295.1569350507114,1897.7724502407314
2018-03-02,3,1515.6319738872962,534.7715997607977,1222.965081174371,1577.199106972376,1313.668516387787,1969.9345390787284
2018-03-03,3,1338.8913528470976,537.0695198637194,1515.6319738872962,1222.965081174371,1577.199106972376,2007.7695487591445
2018-03-04,3,1501.0688054382686,543.537656936102,1338.8913528470976,1515.6319738872962,1222.965081174371,1996.2185962952576
2018-03-05,3,1352.879637250657,553.6076686519564,1501.0688054382686,1338.8913528470976,1515.6319738872962,1968.6548896591744
2018-03-06,3,1326.363274628263,536.3945466142833,1352.879637250657,1501.0688054382686,1338.8913528470976,1946.1443166360655
2018-03-07,3,1510.0936211864043,634.1132269278932,1326.363274628263,1352.879637250657,1501.0688054382686,1958.4742370864158
2018-03-08,3,1436.696040829837,535.3235073464233,1510.0936211864043,1326.363274628263,1352.879637250657,1973.4060311187113
2018-03-09,3,1435.1377349052104,566.0133480224513,1436.696040829837,1510.0936211864043,1326.363274628263,2010.006170590178
2018-03-10,3,1369.481993142875,585.9299966382097,1435.1377349052104,1436.696040829837,1510.0936211864043,2058.8781315731367
2018-03-11,3,1372.076523991962,562.9078610598028,1369.481993142875,1435.1377349052104,1436.696040829837,1981.4872052003623
2018-03-12,3,1585.2414263757241,553.2319329181055,1372.076523991962,1369.481993142875,1435.1377349052104,2042.2231836842152
2018-03-13,3,1354.8703706566457,536.7670596399805,1585.2414263757241,1372.076523991962,1369.481993142875,2015.585429719648
2018-03-14,3,1478.9478729883692,595.5639880009219,1354.8703706566457,1585.2414263757241,1372.076523991962,2045.750323922219
2018-03-15,3,1284.7232036048817,626.2852898549916,1478.9478729883692,1354.8703706566457,1585.2414263757241,2075.6104536281905
2018-03-16,3,1389.977112525084,520.9422681793833,1284.7232036048817,1478.9478729883692,1354.8703706566457,2015.622796263535
2018-03-17,3,1335.4659906312586,573.8486253192826,1389.977112525084,1284.7232036048817,1478.9478729883692,1994.0543336037736
2018-03-18,3,1556.3052788749196,598.9038315104405,1335.4659906312586,1389.977112525084,1284.7232036048817,1922.5998625856605
2018-03-19,3,1406.2497881004101,580.4890915112196,1556.3052788749196,1335.4659906312586,1389.977112525084,1980.2740434403652
2018-03-20,3,1331.5016503990792,638.3258009278878,1406.2497881004101,1556.3052788749196,1335.4659906312586,1993.0325277056081
2018-03-21,3,1425.043193135926,529.1985382330313,1331.5016503990792,1406.2497881004101,1556.3052788749196,1961.0541023462713
2018-03-22,3,1368.5172006697042,0.0,1425.043193135926,1331.5016503990792,1406.2497881004101,1768.5688854134432
2018-03-23,3,1389.964023798619,538.961375959601,1368.5172006697042,1425.043193135926,1331.5016503990792,2003.173783890143
2018-03-24,3,1246.5375792444977,0.0,1389.964023798619,1368.5172006697042,1425.043193135926,1809.818472145418
2018-03-25,3,1553.4316623573573,605.2608808691672,1246.5375792444977,1389.964023798619,1368.5172006697042,1929.9755102994325
2018-03-26,3,1289.0653839485963,515.9065644971082,1553.4316623573573,1246.5375792444977,1389.964023798619,1967.7088834015183
2018-03-27,3,1393.9569710613027,521.84801454279,1289.0653839485963,1553.4316623573573,1246.5375792444977,1903.6266105062628
2018-03-28,3,1372.5930170786505,511.62700046504654,1393.9569710613027,1289.0653839485963,1553.4316623573573,1896.3460529851072
2018-03-29,3,1217.2779180622977,536.2588413746271,1372.5930170786505,1393.9569710613027,1289.0653839485963,1963.3752344017923
2018-03-30,3,1448.939991707965,646.8649195118049,1217.2779180622977,1372.5930170786505,1393.9569710613027,1997.3564856065007
2018-03-31,3,1482.008130933223,524.1566922116322,1448.939991707965,1217.2779180622977,1372.5930170786505,1992.4705752052137
2019-03-01,3,1427.692404349302,551.7353223065978,1482.008130933223,1448.939991707965,1217.2779180622977,1997.4841609735813
2019-03-02,3,1481.6676408999363,584.3476126514198,1427.692404349302,1482.008130933223,1448.939991707965,2039.651156360319
2019-03-03,3,1202.083819126971,550.8569741988558,1481.6676408999363,1427.692404349302,1482.008130933223,1980.8968713327076
2019-03-04,3,1455.704228120115,570.2806710504349,1202.083819126971,1481.6676408999363,1427.692404349302,1954.0002213893822
